"","NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Note","Strain","Rank","Parent_name","Parent_NCBI_ID","Parent_rank","Attribute_type","Attribute_group","Score"
"1232","1502725",NA,"","Effusibacillus","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Alicyclobacillaceae","186823","family","categorical","aerophilicity",1
"1233","232270",NA,"","Effusibacillus pohliae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Effusibacillus","1502725","genus","categorical","aerophilicity",1
"1234","269484",NA,"NC_007354","Ehrlichia canis str. Jake","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Ehrlichia canis","944","species","categorical","aerophilicity",1
"1235","287488",NA,"","Eionea nigra","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Eionea","1050833","genus","categorical","aerophilicity",1
"1236","997",NA,"","Eisenibacter elegans","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Eisenibacter","1937963","genus","categorical","aerophilicity",1
"1237","447679",NA,"","Ekhidna lutea","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Ekhidna","447678","genus","categorical","aerophilicity",1
"1238","457933",NA,"","Elioraea","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Elioraeaceae","2690195","family","categorical","aerophilicity",1
"1239","1117645",NA,"","Elizabethkingia anophelis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Elizabethkingia","308865","genus","categorical","aerophilicity",1
"1240","238",NA,"","Elizabethkingia meningoseptica","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Elizabethkingia","308865","genus","categorical","aerophilicity",1
"1241","172045",NA,"","Elizabethkingia miricola","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Elizabethkingia","308865","genus","categorical","aerophilicity",1
"1242","59734",NA,"","Empedobacter","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Weeksellaceae","2762318","family","categorical","aerophilicity",1
"1243","247",NA,"","Empedobacter brevis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Empedobacter","59734","genus","categorical","aerophilicity",1
"1244","343874",NA,"","Empedobacter falsenii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Empedobacter","59734","genus","categorical","aerophilicity",1
"1245","1628248",NA,"","Empedobacter stercoris","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Empedobacter","59734","genus","categorical","aerophilicity",1
"1246","1181271",NA,"","Endobacter medicaginis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Endobacter","1649268","genus","categorical","aerophilicity",1
"1247","106591",NA,"","Ensifer","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Rhizobiaceae","82115","family","categorical","aerophilicity",1
"1248","106592",NA,"","Ensifer adhaerens","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Ensifer","106591","genus","categorical","aerophilicity",1
"1249","380",NA,"","Ensifer fredii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Sinorhizobium","28105","genus","categorical","aerophilicity",1
"1250","680247",NA,"","Ensifer garamanticus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Ensifer","106591","genus","categorical","aerophilicity",1
"1251","158892",NA,"","Ensifer kummerowiae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Sinorhizobium","28105","genus","categorical","aerophilicity",1
"1252","110321",NA,"","Ensifer medicae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Sinorhizobium","28105","genus","categorical","aerophilicity",1
"1253","382",NA,"","Ensifer meliloti","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Sinorhizobium","28105","genus","categorical","aerophilicity",1
"1254","680248",NA,"","Ensifer numidicus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Ensifer","106591","genus","categorical","aerophilicity",1
"1255","36856",NA,"","Ensifer saheli","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Sinorhizobium","28105","genus","categorical","aerophilicity",1
"1256","110322",NA,"","Ensifer terangae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Sinorhizobium","28105","genus","categorical","aerophilicity",1
"1257","69218",NA,"","Enterobacter cancerogenus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterobacter","547","genus","categorical","aerophilicity",1
"1258","61647",NA,"","Enterobacter gergoviae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Pluralibacter","1330546","genus","categorical","aerophilicity",1
"1259","158836",NA,"","Enterobacter hormaechei","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterobacter","547","genus","categorical","aerophilicity",1
"1260","208224",NA,"","Enterobacter kobei","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterobacter","547","genus","categorical","aerophilicity",1
"1261","299767",NA,"","Enterobacter ludwigii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterobacter","547","genus","categorical","aerophilicity",1
"1262","328396",NA,"","Enterococcus aquimarinus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1263","57732",NA,"","Enterococcus asini","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1264","33945",NA,"","Enterococcus avium","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1265","317735",NA,"","Enterococcus caccae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1266","317010",NA,"","Enterococcus canintestini","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1267","214095",NA,"","Enterococcus canis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1268","44008",NA,"","Enterococcus cecorum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1269","1355",NA,"","Enterococcus columbae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1270","246144",NA,"","Enterococcus italicus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1271","71451",NA,"","Enterococcus malodoratus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1272","160454",NA,"","Enterococcus pallens","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1273","154621",NA,"","Enterococcus phoeniculicola","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1274","71452",NA,"","Enterococcus raffinosus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1275","150033",NA,"","Enterococcus ratti","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1276","332949",NA,"","Enterococcus silesiacus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1277","332950",NA,"","Enterococcus termitis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterococcus","1350","genus","categorical","aerophilicity",1
"1278","91359",NA,"","Enterovibrio calviensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterovibrio","188143","genus","categorical","aerophilicity",1
"1279","188144",NA,"","Enterovibrio norvegicus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Enterovibrio","188143","genus","categorical","aerophilicity",1
"1280","1649279",NA,"","Epibacterium","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Roseobacteraceae","2854170","family","categorical","aerophilicity",1
"1281","2782229",NA,"","Epilithonimonas","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Weeksellaceae","2762318","family","categorical","aerophilicity",1
"1282","68334",NA,"","Erwinia aphidicola","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erwinia","551","genus","categorical","aerophilicity",1
"1283","69222",NA,"","Erwinia mallotivora","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erwinia","551","genus","categorical","aerophilicity",1
"1284","206499",NA,"","Erwinia papayae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erwinia","551","genus","categorical","aerophilicity",1
"1285","55211",NA,"","Erwinia persicina","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erwinia","551","genus","categorical","aerophilicity",1
"1286","69224",NA,"","Erwinia psidii","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erwinia","551","genus","categorical","aerophilicity",1
"1287","55212",NA,"","Erwinia rhapontici","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erwinia","551","genus","categorical","aerophilicity",1
"1288","92490",NA,"","Erwinia toletana","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erwinia","551","genus","categorical","aerophilicity",1
"1289","65700",NA,"","Erwinia tracheiphila","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erwinia","551","genus","categorical","aerophilicity",1
"1290","225084",NA,"","Erysipelothrix inopinata","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erysipelothrix","1647","genus","categorical","aerophilicity",1
"1291","1648",NA,"","Erysipelothrix rhusiopathiae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erysipelothrix","1647","genus","categorical","aerophilicity",1
"1292","38402",NA,"","Erysipelothrix tonsillarum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erysipelothrix","1647","genus","categorical","aerophilicity",1
"1293","255984",NA,"","Erythrobacter aquimaris","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Qipengyuania","1855416","genus","categorical","aerophilicity",1
"1294","225971",NA,"","Erythrobacter citreus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Qipengyuania","1855416","genus","categorical","aerophilicity",1
"1295","192812",NA,"","Erythrobacter flavus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Qipengyuania","1855416","genus","categorical","aerophilicity",1
"1296","314225",NA,"NC_007722","Erythrobacter litoralis HTCC2594","aerobic",TRUE,"BacMap","unknown","always","high",NA,NA,"strain","Erythrobacter litoralis","39960","species","categorical","aerophilicity",1
"1297","1044",NA,"","Erythrobacter longus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erythrobacter","1041","genus","categorical","aerophilicity",1
"1298","291985",NA,"","Erythrobacter vulgaris","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Qipengyuania","1855416","genus","categorical","aerophilicity",1
"1299","35811",NA,"","Erythromicrobium ramosum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Erythrobacter","1041","genus","categorical","aerophilicity",1
"1300","150203",NA,"","Erythromonas","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Sphingomonadaceae","41297","family","categorical","aerophilicity",1
"1301","561",NA,"","Escherichia","aerobic",TRUE,"Bergey's Manual","exp","sometimes","high",NA,NA,"genus","Enterobacteriaceae","543","family","categorical","aerophilicity",0.5
"1302","446681",NA,"","Eudoraea adriatica","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Eudoraea","446680","genus","categorical","aerophilicity",1
"1303","908623",NA,"","Euzebya","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Euzebyaceae","908622","family","categorical","aerophilicity",1
"1304","41202",NA,"","Ewingella americana","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Ewingella","41201","genus","categorical","aerophilicity",1
"1305","41170",NA,"","Exiguobacterium acetylicum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Exiguobacterium","33986","genus","categorical","aerophilicity",1
"1306","340145",NA,"","Exiguobacterium artemiae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Exiguobacterium","33986","genus","categorical","aerophilicity",1
"1307","33987",NA,"","Exiguobacterium aurantiacum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Exiguobacterium","33986","genus","categorical","aerophilicity",1
"1308","1017277",NA,"","Exiguobacterium enclense","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Exiguobacterium","33986","genus","categorical","aerophilicity",1
"1309","273528",NA,"","Exiguobacterium marinum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Exiguobacterium","33986","genus","categorical","aerophilicity",1
"1310","340146",NA,"","Exiguobacterium mexicanum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Exiguobacterium","33986","genus","categorical","aerophilicity",1
"1311","223958",NA,"","Exiguobacterium oxidotolerans","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Exiguobacterium","33986","genus","categorical","aerophilicity",1
"1312","332410",NA,"","Exiguobacterium sibiricum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Exiguobacterium","33986","genus","categorical","aerophilicity",1
"1313","169177",NA,"","Exiguobacterium undae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Exiguobacterium","33986","genus","categorical","aerophilicity",1
"1314","290180",NA,"","Fabibacter","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Roseivirgaceae","2762306","family","categorical","aerophilicity",1
"1315","493781",NA,"","Falsibacillus pallidus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Falsibacillus","1270155","genus","categorical","aerophilicity",1
"1316","1293442",NA,"","Falsochrobactrum ovis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Falsochrobactrum","1649292","genus","categorical","aerophilicity",1
"1317","299255",NA,"","Ferrimonas marina","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Ferrimonas","44011","genus","categorical","aerophilicity",1
"1318","255247",NA,"","Fictibacillus arsenicus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Fictibacillus","1329200","genus","categorical","aerophilicity",1
"1319","182136",NA,"","Fictibacillus barbaricus","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Fictibacillus","1329200","genus","categorical","aerophilicity",1
"1320","245160",NA,"","Fictibacillus macauensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Fictibacillus","1329200","genus","categorical","aerophilicity",1
"1321","34100",NA,"","Filibacter","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Planococcaceae","186818","family","categorical","aerophilicity",1
"1322","94137",NA,"","Filobacillus milosensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Filobacillus","160794","genus","categorical","aerophilicity",1
"1323","119044",NA,"","Filomicrobium","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Hyphomicrobiaceae","45401","family","categorical","aerophilicity",1
"1324","59739",NA,"","Flammeovirga","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Flammeovirgaceae","200667","family","categorical","aerophilicity",1
"1325","1025",NA,"","Flammeovirga arenaria","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flammeovirga","59739","genus","categorical","aerophilicity",1
"1326","367791",NA,"","Flammeovirga yaeyamensis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flammeovirga","59739","genus","categorical","aerophilicity",1
"1327","2211637",NA,"","Flavimaricola","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Rhodobacteraceae","31989","family","categorical","aerophilicity",1
"1328","369400",NA,"","Flaviramulus","aerobic",TRUE,"Bergey's Manual","exp","always","high",NA,NA,"genus","Flavobacteriaceae","49546","family","categorical","aerophilicity",1
"1329","369401",NA,"","Flaviramulus basaltis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flaviramulus","369400","genus","categorical","aerophilicity",1
"1330","462367",NA,"","Flavisolibacter ginsengisoli","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavisolibacter","398041","genus","categorical","aerophilicity",1
"1331","1202724",NA,"","Flavobacterium akiainvivens","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1332","556529",NA,"","Flavobacterium algicola","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1333","459526",NA,"","Flavobacterium anhuiense","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1334","271155",NA,"","Flavobacterium antarcticum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1335","245",NA,"","Flavobacterium aquatile","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1336","362413",NA,"","Flavobacterium aquidurense","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1337","659444",NA,"","Flavobacterium banpakuense","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1338","55197",NA,"","Flavobacterium branchiophilum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1339","490189",NA,"","Flavobacterium caeni","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1340","510946",NA,"","Flavobacterium cauense","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1341","395087",NA,"","Flavobacterium ceti","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Myroides","76831","genus","categorical","aerophilicity",1
"1342","295428",NA,"","Flavobacterium cheniae","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1343","554283",NA,"","Flavobacterium chungangense","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1344","877464",NA,"","Flavobacterium chungbukense","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1345","706182",NA,"","Flavobacterium chungnamense","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1346","996",NA,"","Flavobacterium columnare","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1347","370975",NA,"","Flavobacterium croceum","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1348","416016",NA,"","Flavobacterium cucumis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
"1349","1265740",NA,"","Flavobacterium cutihirudinis","aerobic",TRUE,"https://github.com/bacteria-archaea-traits/bacteria-archaea-traits/tree/master/output/prepared_data","unknown","always","medium",NA,NA,"species","Flavobacterium","237","genus","categorical","aerophilicity",1
